year,experience_level,employment_type,career,salary,employee_residence,remote_status,company_location,company_size
2024,Intermediate,Full-time,Machine Learning Engineer,256500,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,170700,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Machine Learning Engineer,309000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Machine Learning Engineer,142000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,140000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,60000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,80000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,80000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,100000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,50000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,149000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,115000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,161000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,119000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Engineer,158100,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Engineer,138500,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,333000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,189000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,AI Engineer,220000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,AI Engineer,96600,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,210100,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,95500,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Analyst,111700,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Analyst,69800,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,129800,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,72100,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,323400,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,185800,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,20000,IN,100,IN,Medium (50-250 employees)
2024,Intermediate,Contract,Business Intelligence Analyst,140000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Contract,Business Intelligence Analyst,120000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,235400,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,209720,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,235400,US,100,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,209720,US,100,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,279400,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,248920,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,256500,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,138900,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,185400,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,92700,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,196900,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,166698,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,290180,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,254245,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,240240,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,217476,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,235400,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,199369,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,234000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,146000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,267800,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,118450,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,150000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,125000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Analyst,115000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Analyst,100000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,65000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,55000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,83300,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,47500,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Business Intelligence Analyst,106100,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Business Intelligence Analyst,70700,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,133000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,106000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,151500,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,79000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,137000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,60400,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,128000,US,100,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,64000,US,100,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,216600,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,144400,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,163700,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,109100,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,172000,US,100,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,75600,US,100,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Scientist,137000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Scientist,60400,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,137000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,60400,US,0,US,Medium (50-250 employees)
2024,Director,Full-time,Data Engineer,165000,US,0,US,Medium (50-250 employees)
2024,Director,Full-time,Data Engineer,145000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,180000,CA,0,CA,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,120000,CA,0,CA,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,333000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,189000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,240000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,136800,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,220000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,96600,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,43750,GB,0,GB,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,43750,GB,0,GB,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,137000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,60400,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,169000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,150000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,218500,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,161500,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,180000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,140000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,241393,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,160943,US,100,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,225000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,150000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,190000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,140000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,240000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,180000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,200000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,140000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,195000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,95000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,110000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,90000,US,100,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,192386,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,135000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,257600,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,146000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,190000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,150000,US,100,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,110000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,70000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,259000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,174000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,137500,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,81500,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,191000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,162350,US,100,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,46000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,44000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,46000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,44000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Analyst,183000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Analyst,83400,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,170500,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,89000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,75000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,70000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,235400,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,205380,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,208800,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,98300,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,97575,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,58500,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,235400,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,191253,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,187000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,127000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,250200,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,117200,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,210200,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,120100,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,130000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,70000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Analyst,130000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Analyst,70000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,172000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,75600,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,137000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,60400,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,110900,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,97200,US,100,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,130000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,70000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,250000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,110100,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,224250,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,165750,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,286000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,143000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,121400,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,121400,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,180000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,90000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,137000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,60400,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,137000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,60400,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,150000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,109283,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,196000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,111800,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,240000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,163654,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,240000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,120750,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,280000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,184309,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,196000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,125029,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,123000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,54000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,119200,US,100,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,86600,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Machine Learning Engineer,200000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Machine Learning Engineer,112986,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,183300,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,101400,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,95000,US,100,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,55000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,220900,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,122200,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,176000,US,100,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,101000,US,100,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,83000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,55000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,195714,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,170186,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,120000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,105000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,240000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,170000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,200000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,145000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,500000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,100000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,189100,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,154360,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,110000,US,100,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,90000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Business Intelligence Analyst,121100,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Business Intelligence Analyst,97200,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Machine Learning Engineer,207000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Machine Learning Engineer,134000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,145000,US,100,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,116000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,247300,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,139800,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,308000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,190400,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,235000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,185000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Machine Learning Engineer,240240,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Machine Learning Engineer,227280,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,129100,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,107800,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,151800,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,126900,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Machine Learning Engineer,174700,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Machine Learning Engineer,148500,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Machine Learning Engineer,265200,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Machine Learning Engineer,225400,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,196900,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,175420,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,279400,US,100,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,248920,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,235400,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,209720,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,232700,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,149594,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,146400,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,97600,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,90000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,85000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,130400,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Analyst,74500,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,169000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,105000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,281000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,206000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,235400,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,209720,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,250200,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,117200,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Scientist,194500,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Scientist,125500,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,AI Engineer,172000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,AI Engineer,75600,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,172000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Machine Learning Engineer,75600,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,129700,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,113600,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,143750,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Analyst,106250,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,AI Engineer,259000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,AI Engineer,139400,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,286000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,110000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,264000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Scientist,132000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,172000,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Scientist,75600,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Business Intelligence Analyst,155000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Business Intelligence Analyst,95000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,185150,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,127500,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,170200,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,125800,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,234000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,90000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,234000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,90000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,185000,US,100,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,115000,US,100,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Engineer,172000,US,0,US,Medium (50-250 employees)
2024,Entry-level,Full-time,Data Engineer,75600,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,170300,US,0,US,Medium (50-250 employees)
2024,Intermediate,Full-time,Data Engineer,73900,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,190000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,95000,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,195500,US,0,US,Medium (50-250 employees)
2024,Senior,Full-time,Data Engineer,117300,US,0,US,Medium (50-250 employees)
